FILE,UNIT_NAME,ROOM_NAME,NAME,SECTION_NAME,PHASE,PHOTO_URL,STATUS,DESCRIPTION,HIGHLIGHT_LEFT,HIGHLIGHT_WIDTH,HIGHLIGHT_TOP,HIGHLIGHT_HEIGHT
8201,C-701,Bed Room 02,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1496215560320%2Fbig?alt=media&token=b6dce84c-cc0f-4ba1-8b00-5869a45eaac0,not OK,Gap between Skirting and door frame ,0.663586966,0.161267061,0.449214841,0.522318186
8206,C-701,M Bed Room 01,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1496215586425%2Fbig?alt=media&token=468288d4-9cf5-483f-8804-c5a45dafc81b,not OK,Flooring not completed ,0.215453414,0.618704968,0.379020628,0.402578559
8211,C-701,M Bed Room 01Toilet,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1496215600828%2Fbig?alt=media&token=587de30f-2bcb-4874-8117-30542bb9fc67,not OK,Floor tile undulation ,0.609316761,0.147310577,0.255148769,0.617289267
8230,3037,Foyer,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1496746838412%2Fbig?alt=media&token=c385f0e0-833a-4fb3-8b86-514596054c1e,not OK,Shade variation in floor tile,0.503872652,0.373704946,0.143665282,0.629673603
8237,3037,Dining,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1496746850956%2Fbig?alt=media&token=e1fa6bad-266f-494f-bd0d-1e0cb3846e57,not OK,Floor tile crack and got damaged,0.2697267,0.626456575,0.184958718,0.466574298
8243,3037,Living Balcony,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1496746868967%2Fbig?alt=media&token=4f87778f-c25c-4105-b269-db345ae96305,not OK,Floor tile crack,0.42944099,0.503959608,0.374892558,0.42528515
8246,3037,Kitchen,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1496746888104%2Fbig?alt=media&token=666c8669-d917-472c-96fd-698d359dd36a,not OK,Floor tile undulation,0.486816785,0.307024843,0.248954584,0.558450368
8261,3037,M Bed RM Toilet,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1496747070172%2Fbig?alt=media&token=738b240e-a4ce-44eb-850f-4a47b23cac07,not OK,Floor tile shade variation,0.506972035,0.38688508,0.310892531,0.485157108
8277,3037,Bed RM 02,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1496747199879%2Fbig?alt=media&token=f1f7527d-9e82-4ece-80b1-a7fa80df14e8,not OK,Floor tile crack,0.280580746,0.624906789,0.240698318,0.466578586
8350,B-801,Bed Room 01Balcony,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1497497932284%2Fbig?alt=media&token=5bdc7f52-f674-415e-b520-d8dd6641751f,not OK,Floor tile crack,0.423496886,0.314263954,0.308644571,0.33031823
8402,D 703,Bed Room 03,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1496987628386%2Fbig?alt=media&token=4c17a90a-49c5-450c-b1c2-2c1b8ffd8588,not OK,Level difference at entrance,0.406183231,0.286866466,0.437805806,0.429491658
8409,D 703,Bed Room 02,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1496987644347%2Fbig?alt=media&token=412f8398-8a5b-4baf-a4fc-c80f72f475e9,not OK,Level difference at entrance ,0.404630436,0.327962745,0.38619415,0.543996007
8429,D 703,Master Bed Room Toilet,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1496987725318%2Fbig?alt=media&token=cf0a87fe-866e-4bd0-9bb5-b58e3c12a0d5,not OK,Improper finishing below sink,0.387574522,0.464416172,0.222144639,0.353028857
8435,D 703,Common Toilet,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1496987746335%2Fbig?alt=media&token=940b8e12-38d0-49a4-b812-860e6614d4cc,not OK,Gap between floor joints at entrance ,0.314692551,0.427978302,0.443999992,0.32412808
8581,D-1604,Terrace Garden,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1497089120797%2Fbig?alt=media&token=f00a79ce-8b43-45a7-b386-f34da80fca21,not OK,Gap between wall and floor ,0.232919255,0.549689441,0.433884298,0.227272727
8592,D-603,Living,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1497089315141%2Fbig?alt=media&token=65b53bec-3d40-4956-9b29-4ff57b75c79b,not OK,Crack on floor,0.172034151,0.345795033,0.348078452,0.505801745
8595,D-603,Dining,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1497089362130%2Fbig?alt=media&token=26aaee2b-fab7-4dcd-b15c-125c0788eb67,not OK,Crack on floor ,0.410832281,0.297723616,0.371743825,0.443867707
8621,D-603,Common Toilet,"""Is the flooring laid properly ? (Crack, loose tile)""","""Flooring, Dadoing & Skirting""",snagging,https://firebasestorage.googleapis.com/v0/b/nemmadi-console.appspot.com/o/1497089388037%2Fbig?alt=media&token=cdb86b58-32c2-43d7-933e-e434029bb5cf,not OK,Improper finishing around windows frame,0.237161482,0.696239116,0.350144568,0.249801762
